Title,Price,Description,Location
"
        6bdrm House in Ihouseu, Adjiriganor for Rent
    ","
        GH₵ 14,273
    ","
                            FOR RENT:
6 Bedroom Self compound house at Adjiriganor.
6 Bedrooms with living room and dining...
                        ","
            Greater Accra, Adjiriganor
        "
"
        1bdrm House in Divine Mercy Agency, Awutu Senya East Municipal
    ","
        GH₵ 450
    ","
                            Chamber and hall self contained, l
ocated kakaraba roads kasoa,
Water running 
self meter
fence and...
                        ","
            Central Region, Awutu Senya East Municipal
        "
"
        2bdrm Apartment in School Junction, American House for Rent
    ","
        GH₵ 1,500
    ","
                            A nice 2 bedroom apartment walled and gated,POP ceiling, Ghana water,just by the main road ghc 1500...
                        ","
            Greater Accra, East Legon
        "
"
        2bdrm Apartment in East Legon for Rent
    ","
        GH₵ 1,600
    ","
                            Executive 2 Bedroom Apartments for rent at East Legon, West Trasacco. 
Big bedrooms and large living...
                        ","
            Greater Accra, East Legon
        "
"
        Furnished 3bdrm Apartment in Accra Metropolitan for Rent
    ","
        GH₵ 16,500
    ","
                            A fully furnished executive two bedroom Apartment come with the following feature
**EnSite...
                        ","
            Greater Accra, Accra Metropolitan
        "
"
        6bdrm House in East Legon for Rent
    ","
        GH₵ 22,400
    ","
                            6 bedrooms newly built self compound for rent at east legon 
price:$2800 negotiable...
                        ","
            Greater Accra, East Legon
        "
"
        5bdrm Duplex in Adjiringanor, East Legon for Rent
    ","
        GH₵ 9,000
    ","
                            Executive 5 bedrooms house with an outhouse in a gated community for rentals at east East Legon...
                        ","
            Greater Accra, East Legon
        "
"
        3bdrm House in Police Station for Rent
    ","
        GH₵ 1,500
    ","
                            Three bedrooms house for rent at ashongman Estate. not far from the road. wall and gated. wardrobes....
                        ","
            Greater Accra, Ashomang Estate
        "
"
        Furnished 3bdrm Apartment in East Airport, Accra Metropolitan for Rent
    ","
        GH₵ 9,000
    ","
                            Cute furnished three bedroom apartment for rent at east airport. 
$1300 negotiable for long stays...
                        ","
            Greater Accra, Accra Metropolitan
        "
"
        Furnished 2bdrm Apartment in East Legon for Rent
    ","
        GH₵ 9,540
    ","
                            Lovely executive 2 bedroom apartment with high quality furnishings and equipments, comes with 24...
                        ","
            Greater Accra, East Legon
        "
"
        2bdrm Apartment in Nkpa Properties, Tamale Municipal for Rent
    ","
        GH₵ 1,600
    ","
                            Newly built 2 bedroom apartment for rent at Kpalsi, Tamale
                        ","
            Northern Region, Tamale Municipal
        "
"
        1bdrm Apartment in Tamale,Gbewa for Rent
    ","
        GH₵ 300
    ","
                            1 bedroom apartment for rent at Gbewa residential
                        ","
            Northern Region, Tamale Municipal
        "
"
        Furnished 2bdrm Apartment for Rent
    ","
        GH₵ 600
    ","
                            Executive 2bedroom apartment.
Located at Kasoa Adade Road.
going for 600gh accept 1year rent.
Wall...
                        ","
            Central Region, Awutu Senya East Municipal
        "
"
        6bdrm House in East Legon for rent
    ","
        GH₵ 17,100
    ","
                            A spectacular 6 bedroom with 2 boys quarters, a garage, security post, 2 big balconies in a walled...
                        ","
            Greater Accra, East Legon
        "
"
        Furnished 5bdrm Mansion in Ab Majesty Property, East Legon for rent
    ","
        GH₵ 33,750
    ","
                            *east legon fully furnished house for rent*:-
fully furnished 5-bedroom self compound...
                        ","
            Greater Accra, East Legon
        "
"
        Furnished 2bdrm Apartment in Cantonments for Rent
    ","
        GH₵ 20,000
    ","
                            *Fully furnished two(2)bedroom apartment at the Embassy Gardens;Cantoments-Accra...
                        ","
            Greater Accra, Cantonments
        "
"
        3bdrm House in Homesweethome, Oyarifa for Rent
    ","
        GH₵ 2,700
    ","
                            Executive three bedrooms house for rent at Oyarifa Ayi menseh nice location and peaceful area...
                        ","
            Greater Accra, Oyarifa
        "
"
        Furnished 3bdrm Apartment in Lesmon Estates, American House for Rent
    ","
        GH₵ 16,289
    ","
                            A 3 bedroom furnished apartment with the state of art facilities in serene and security minded...
                        ","
            Greater Accra, East Legon
        "
"
        2bdrm Apartment in Kwabenya, Accra Metropolitan for Rent
    ","
        GH₵ 1,800
    ","
                            Newly built two bedrooms apartment with visitors toilet located in a serene environment around...
                        ","
            Greater Accra, Accra Metropolitan
        "
"
        3bdrm Apartment in Dworwulu for Rent
    ","
        GH₵ 13,000
    ","
                            This is a very nice tiled Semi furnished en-suite 3bedrooms apartment with a living area fitted,...
                        ","
            Greater Accra, Dworwulu
        "
"
        1bdrm Apartment in Tsui-Bleoo for Rent
    ","
        GH₵ 700
    ","
                            Neat Chamber and Hall Self contain for Rent at Tsuibleoo Malik,Self E C G meter, water flows ,walled...
                        ","
            Greater Accra, Teshie
        "
"
        Furnished 4bdrm House in East Legon for Rent
    ","
        GH₵ 28,000
    ","
                            Furnished self compound for rent 
 Executive newly 4 bedrooms self compound fully furnished self...
                        ","
            Greater Accra, East Legon
        "
"
        Furnished 3bdrm Apartment in Fervent Link, Accra Metropolitan for Rent
    ","
        GH₵ 19,871
    ","
                            16 Units Apartments Available 
Newly Built Apartments 
All Master Bedroom - With Air Conditions 
4...
                        ","
            Greater Accra, Accra Metropolitan
        "
"
        1bdrm Apartment in Tamale,Dungu Nkpa for Rent
    ","
        GH₵ 3,200
    ","
                            1 bedroom apartment located at Dungu near UDS. It comes with a hall, bedroom, kitchen,...
                        ","
            Northern Region, Tamale Municipal
        "
"
        Furnished 2bdrm Apartment in Sand Box, South La for Rent
    ","
        GH₵ 7,500
    ","
                            **spacious 2 bed furnished apartment close to sand box in south la-accra•
**2 sized beds with 1...
                        ","
            Greater Accra, South La
        "
"
        Executive 3 Bedrom Furnished Apartment for Rent at East Legon
    ","
        GH₵ 9,000
    ","
                            3 bedroom furnished apartment 
located at east legon around anc mall
minimum months 3 months
rate:...
                        ","
            Greater Accra, Airport Residential Area
        "
